Location,Hospital,Address,State,District,Pincode
"New No 80, 7Th Avenue Ashok Nagar",Ammayi Eye Care Centre,"New No 80, 7Th Avenue Ashok Nagar",Tamil Nadu,Chennai,600083
"New 2, Old  5, 41 St Street 6Th Avenue, Ashok Nargr",Dr Lankeash Eye Hospital,"New # 2, Old # 5 , 41 St Street , 6Th Avenue, Ashok Nargr",Tamil Nadu,Chennai,600083
"Old No.20,New No:33, 7Th Avenue,(Near G.R.T School),Ashok Nagar",Dr. Agarwal's Eye Hospital Ltd. - Ashok Nagar,"Old No.20,New No:33, 7Th Avenue,(Near G.R.T School),Ashok Nagar",Tamil Nadu,Chennai,600083
"1,X Avenue,Ashok Nagar,Chennai",Dr.V Jai Shankar,"1,X Avenue ,Ashok Nagar",Tamil Nadu,Chennai,600083
"Door No-1, 40Th Street, Ashok Nagar,",Je Nesam Hospital,"Door No-1, 40Th Street, Ashok Nagar",Tamil Nadu,Chennai,600083
"No. 11, Samiyar Garden Street, Ashok Nagar, Chennai",M.G. Nursing Home,"No. 11, Samiyar Garden Street, Ashok Nagar",Tamil Nadu,Chennai,600083
"B - 225, 15Th Avenue Ashok Nagar Chennai Chennai 600083",Maya Nursing Home Pvt Ltd,"B - 225, 15Th Avenue Ashok Nagar",Tamil Nadu,Chennai,600083
"No. 25, 10Th Avenue, Ashoknagar",Orthopedic and Specialities Hospital,"No. 25, 10Th Avenue, Ashoknagar",Tamil Nadu,Chennai,600083
"New No. 19-A, First Avenue, Ashok Nagar,",Pallava Hospital Ltd.,"New No. 19-A, First Avenue, Ashok Nagar",Tamil Nadu,Chennai,600083
"61, 7Th Avenue, Ashok Kumar, Chennai",Sri Hari Clinic,"61, 7Th Avenue, Ashok Kumar",Tamil Nadu,Chennai,600083
"Kala Flats, Ashok Nagar, Chennai",Vaman Clinic Eye and Ent Care,"Kala Flats, Ashok Nagar",Tamil Nadu,Chennai,600083
"962, Poonamallee High Road, Near Egmore Over Bridge",Dr. U. Mohan Rau Memorial Hospital - Chennai,"962, Poonamallee High Road, Near Egmore Over Bridge",Tamil Nadu,Chennai,600084
"New No:25, Old No:6, Dr.Alagappa Road, Purasaiwakkam, Chennai-600084.",Kola Saraswathy Agarwal Samaj Health Centre,"New No:25, Old No:6, Dr.Alagappa Road, Purasaiwakka",Tamil Nadu,Chennai,600084
"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Noble Hospital,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Tamil Nadu,Chennai,600084
"No.77, Dr. Alagappa Road, Purasawalkam,",V.K.Hospital,"No.77, Dr. Alagappa Road, Purasawalkam",Tamil Nadu,Chennai,600084
"Old No.880, New No.190, Poonamallee High Road, Kilpauk, (Near Sangam Theatre & Opp To Nehru Park) Chennai - 600 084,",Vasan Eye Care Hospital,"Old No.880, New No.190, Poonamallee High Road, Kilpauk, (Near Sangam Theatre & Opp To Nehru Park)",Tamil Nadu,Chennai,600084
"6B, Conran Smith Road, Gopalapuram",Dr. Mohans Mv Diabetes Specialities Centre - Chennai,"6B, Conran Smith Road, Gopalapuram",Tamil Nadu,Chennai,600086
"Old No 32, New No 12, Conran Smith Road, Gopalapuram, Chennai 600086",Harvey Healthcare Limited,"Old No 32, New No 12, Conran Smith Road, Gopalapuram",Tamil Nadu,Chennai,600086
"Old No 32,New No 12,Conran Smith Road,Gopalapuram Chennai",Life Med Hospitals,"Old No 32,New No 12,Conran Smith Road,Gopalapuram",Tamil Nadu,Chennai,600086
"116, Chamiers Road,Nandanam, Chennai - 600086,",Maxivision Eye Care Medfort Hospitals Pvt Ltd,"116, Chamiers Road,Nandanam",Tamil Nadu,Chennai,600086
"E - 147 / A, Iind Avenue Besant Nagar",New Asian Hospital,"E - 147 / A, Iind Avenue Besant Nagar",Tamil Nadu,Chennai,600090
"91/2,Arcot Road,Virugambakkam,Chennai",M.L Dental Clinic,"91/2,Arcot Road,Virugambakkam",Tamil Nadu,Chennai,600092
"No. 3, 5Th Main Road, Natesan Nagar, Virugambakkam, Near Annai Mahal, Sai Nagar Bus Stand",S B S Hospital,"No. 3, 5Th Main Road, Natesan Nagar, Virugambakkam, Near Annai Mahal, Sai Nagar Bus Stand",Tamil Nadu,Chennai,600092
"5-A, Parthasarathy St.Thirunagar",Tirunagar Hospital,"5-A, Parthasarathy St.Thirunagar",Tamil Nadu,Chennai,600092
"No 22, Arcot Road, Saligramam,",Bharani Hospital,"No 22, Arcot Road, Saligramam",Tamil Nadu,Chennai,600093
"37, Arunachalam Road, Chennai",R.R. Eye Instutute and Laser Foundation,"37, Arunachalam Road",Tamil Nadu,Chennai,600093
No 22 Arcot Road Saligrammam,The Specialities Health Care,No 22 Arcot Road Saligrammam,Tamil Nadu,Chennai,600093
"No. 7, Venkateswara Lane, Anna Nednmpathai, Choolaimeda, Near Kodambakkam (Power House)",Siva Sakthi Nursing Home,"No. 7, Venkateswara Lane, Anna Nednmpathai, Choolaimeda, Near Kodambakkam (Power House)",Tamil Nadu,Chennai,600094
"W-27, Old No.18, North Main Road,Anna Nagar West Extn.,.",Dhanvantari Eye Care,"W-27, Old No.18, North Main Road,Anna Nagar West Extn",Tamil Nadu,Chennai,600101
"R-30-C, Ambattur Industrial Estate Road, Mogappair",Dr.K.M.Cherian Heart Foundation,"R-30-C, Ambattur Industrial Estate Road, Mogappair",Tamil Nadu,Chennai,600101
"No. R-30-C, Ambattur Industrial Estate Road, Mogappair",International Center For Cardio Thoracic and Vascular Diseases(Frontier Life Hosp),"No. R-30-C, Ambattur Industrial Estate Road, Mogappair",Tamil Nadu,Chennai,600101
"959, Tvs Colony Annanagar West Extension Chennai Chennai 600101",Sks Hospital,"959, Tvs Colony Annanagar West Extension",Tamil Nadu,Chennai,600101
"No. 78/6 3Rd Avenue, Anna Nagar East",Medfort Eye Hospital Pvt Ltd Unit Of Maxvision Eye Care,"No. 78/6 3Rd Avenue , Anna Nagar East",Tamil Nadu,Chennai,600102
"B-Block,1/2 Second Avenue,Anna Nagar",Premier Health Center,"B-Block,1/2 Second Avenue,Anna Nagar",Tamil Nadu,Chennai,600102
"D-93 (D-107), First Main Road, Anna Nagar, Chennai",Rajalakshmi Nursing Home,"D-93 (D-107), First Main Road, Anna Nagar",Tamil Nadu,Chennai,600102
"C-54, 1 St Main Road, Anna Nagar East, Near Chinthamani Supermarket",Selvarangam Hospital,"C-54, 1 St Main Road, Anna Nagar East, Near Chinthamani Supermarket",Tamil Nadu,Chennai,600102
"103/112, D- Block,1St Main Road, Annanagar East,",U.K. Hospitals Pvt. Ltd.,"103/112, D- Block,1St Main Road, Annanagar East",Tamil Nadu,Chennai,600102
"A-45, 3Rd Avenue, Anna Nagar (E)",V.K. Medical Centre,"A-45, 3Rd Avenue, Anna Nagar (E)",Tamil Nadu,Chennai,600102
"M-77, 3Rd Avenue, Anna Nagar East Chennai 600102",Vasan Eye Care Hospital,"M-77, 3Rd Avenue, Anna Nagar East",Tamil Nadu,Chennai,600102
"A-13, Ii Avenueroundtana Junctionanna Nagar Eastchennai Anna Nagar Eastchennai","Vee Care Eye Hospital - Anna Nagar, Chennai","A-13, Ii Avenueroundtana Junctionanna Nagar Eastchennai Anna Nagar East",Tamil Nadu,Chennai,600102
"No C 46, Near Chintamani, 2Nd Avenue, Anna Nagar East",Vishnu Eye Clinic and Laser Foundation,"No C 46, Near Chintamani, 2Nd Avenue, Anna Nagar East",Tamil Nadu,Chennai,600102
"34Km,Bhuj- Mandvi Road Near Punadi Patiya Ta Mandvi-Kutch",Navjivan Nature Cure Centre,"34Km,Bhuj- Mandvi Road Near Punadi Patiya Ta Mandvi-Kutch",Tamil Nadu,Chennai,600104
"23, Friends Avenue, Arumbakkam,",Appasamy Medicare Centre (P) Ltd,"# 23, Friends Avenue, Arumbakkam",Tamil Nadu,Chennai,600106
"No 5, Panchaliamman Koil Street, Arumbakkam",Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),"No 5, Panchaliamman Koil Street, Arumbakkam",Tamil Nadu,Chennai,600106
"Cp-50, Razack Garden Main Road, Arumbakkam,",Mohan Hospital,"Cp-50, Razack Garden Main Road, Arumbakkam",Tamil Nadu,Chennai,600106
"No 1051, Poonamallee High Road, Arumbakkam",New Hope Indian Specilaity Hospital,"No 1051, Poonamallee High Road, Arumbakkam",Tamil Nadu,Chennai,600106
"No.527, Poonamalle High Road, Arumbakkam, Chennai",Speed Medical Centre,"No.527, Poonamalle High Road, Arumbakkam",Tamil Nadu,Chennai,600106
"Cp-50, Razack Garden Main Road, Arumbakkam,",Vasanthi Orthopaedic Hospital,"Cp-50, Razack Garden Main Road, Arumbakkam",Tamil Nadu,Chennai,600106
"30, Poonamallee High Road, Koyambedu, Chennai Koyambedu",Sri Devi Speciality Hospital - Chennai,"30, Poonamallee High Road, Koyambedu, Chennai Koyambedu",Tamil Nadu,Chennai,600107
"No.11, Hunters Road, (Near Clock Tower) Vepery",Dr Ravishankars Eye Clinic and Nursing Home,"No.11, Hunters Road, (Near Clock Tower) Vepery",Tamil Nadu,Chennai,600112
"T.T.T.I Post Taramani,Chennai",Dr.Achanta Lakshmipathi Neurosurgical Centre,T.T.T.I Post Taramani,Tamil Nadu,Chennai,600113
"No.88, Dr. Kalaingar Karunanithi Streetsholinganallur",Life Care Laboratory,"No.88, Dr. Kalaingar Karunanithi Streetsholinganallur",Tamil Nadu,Chennai,600113
T.T.T.I Post,Tag-Vhs Diabeted Research Centre,T.T.T.I Post,Tamil Nadu,Chennai,600113
"T.T.T.I. Post, Taraamani",Voluntary Health Services Medical Centre,"T.T.T.I. Post, Taraamani",Tamil Nadu,Chennai,600113
"No 6, A P Arasu Street Moolakadai Chennai 600118",Fathima Nursing Home,"No 6, A P Arasu Street Moolakadai",Tamil Nadu,Chennai,600118
"No.13, Seetharam Nagar, Vii Street, Munsif Garden,Chinnakodungaiyur,",Noor`S Hospital,"No.13, Seetharam Nagar, Vii Street, Munsif Garden,Chinnakodungaiyur",Tamil Nadu,Chennai,600118
"No.7, Ethiraiswami Salai, Erukkenchery,",Pavithra Hospitals Pvt Ltd,"No.7, Ethiraiswami Salai, Erukkenchery",Tamil Nadu,Chennai,600118
"6/13, 3rd Cross Street, Kasthuribai Nagar, Adyar",Dr.Kamakshi Memorial Hospital,"6/13, 3rd Cross Street, Kasthuribai Nagar, Adyar",Tamil Nadu,Chennai,600020
"No.434, N.S.K.Salai, Vadapalani",Vijaya Hospital,"No.434, N.S.K.Salai, Vadapalani",Tamil Nadu,Chennai,600026
"Gandhi Nagar, 52, First Main Road, Gandhi nagar, Adyar",Fortis Malar Hospital,"Gandhi Nagar, 52, First Main Road, Gandhi nagar, Adyar",Tamil Nadu,Chennai,600020
"Manapakkam, 4/112, Mount Poonamalle Road",MIOT Hospitals,"Manapakkam, 4/112, Mount Poonamalle Road",Tamil Nadu,Chennai,600089
"No.15, Thousand Lights, Shafee Mohammed Road",Apollo Childrens Hospital,"No.15, Thousand Lights, Shafee Mohammed Road",Tamil Nadu,Chennai,600006
"21, Off Greams Road, Greams Lane","Apollo Hospitals, Greams Lane","21, Off Greams Road, Greams Lane",Tamil Nadu,Chennai,600006
"320, Anna Salai",Apollo Specialty Hospital,"320, Anna Salai",Tamil Nadu,Chennai,600035
"43, Lakshmi Talkies Road, Shenoy Nagar",Billroth Hospital,"43, Lakshmi Talkies Road, Shenoy Nagar",Tamil Nadu,Chennai,600030
"Chetpet, No.77, Harrington Road",Prashanth Fertility Research Centre,"Chetpet, No.77, Harrington Road",Tamil Nadu,Chennai,600031
"No 1, Ramachandra Nagar, Porur",Sri Ramachandra Medical Centre (SRMC),"No 1, Ramachandra Nagar, Porur",Tamil Nadu,Chennai,600116
"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Madras Medical Mission Hospital - Institute of Cardio Vascular Diseases,"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Tamil Nadu,Chennai,600037
"Thiruvottriyur, No.393/1, T H Road",Aakash Hospital,"Thiruvottriyur, No.393/1, T H Road",Tamil Nadu,Chennai,600019
"12 - A, Nageswara Road, Nungambakkam",Kanchi Kamakoti Childs Trust Hospital,"12 - A, Nageswara Road, Nungambakkam",Tamil Nadu,Chennai,600034
"No.645, TH Road, Tondiarpet","Apollo Hospitals, Tondiarpet","No.645, TH Road, Tondiarpet",Tamil Nadu,Chennai,600081
"15, Dr.Radha Krishnan Salai, Mylapore",CSI Kalyani Hospital,"15, Dr.Radha Krishnan Salai, Mylapore",Tamil Nadu,Chennai,600004
"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Lifeline Multi Speciality Hospital,"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Tamil Nadu,Chennai,600096
"New No.72, Old No.148, Luz Church Road, Mylapore",Chennai Meenakshi Multispeciality Hospital,"New No.72, Old No.148, Luz Church Road, Mylapore",Tamil Nadu,Chennai,600004
"7, Barnaby Road, Kilpauk","Aditya Hospital, Kilpauk","7, Barnaby Road, Kilpauk",Tamil Nadu,Chennai,600010
"241, G.S.T.Road, Chromepet",Parvathy Hospital,"241, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,600044
"No: 827, Poonamallee High Road",KKR Ent Hospital and Research Institute (P) Ltd,"No: 827, Poonamallee High Road",Tamil Nadu,Chennai,600010
"Block No l.122/169-170,\nCPWD Quarters, Indira Nagar, Adyar\n",Adyar Dispensary,"Block No l.122/169-170,\nCPWD Quarters, Indira Nagar, Adyar\n",Tamil Nadu,Chennai,600020
"Revenue Quarters, No.15, Ranganathan\nGarden, Anna Nagar",Ana Nagar Dispensary and Polyclinic Central,"Revenue Quarters, No.15, Ranganathan\nGarden, Anna Nagar",Tamil Nadu,Chennai,600040
"No.64,\nThathamuthiappan Street, George Town",George Town Dispensary,"No.64,\nThathamuthiappan Street, George Town",Tamil Nadu,Chennai,600001
"No.1, 1st Street,\nGopalapuram",Gopalapuram Dispensary,"No.1, 1st Street,\nGopalapuram",Tamil Nadu,Chennai,600086
"Block No.6/1-5, BCG\nStaff Quarters, Guindy",Guindy Dispensary,"Block No.6/1-5, BCG\nStaff Quarters, Guindy",Tamil Nadu,Chennai,600032
"GPRA Complex, CPWD Quarters, K.K.Nagar",K.K.Nagar Dispensary and Polyclinic,"GPRA Complex, CPWD Quarters, K.K.Nagar",Tamil Nadu,Chennai,600078
"DGQA Complex,\nMeenambakkam",Meenambakkam Dispensary,"DGQA Complex,\nMeenambakkam",Tamil Nadu,Chennai,600114
"Quarter No.16-19\n CDA Residential Complex, Nandambakkam",Nandambakkam Dispensary,"Quarter No.16-19\n CDA Residential Complex, Nandambakkam",Tamil Nadu,Chennai,600089
"Nungambakkam Dispensary CandB Block, 1st\nFloor, Shastri Bhavan, Haddows Road",Nungambakkam Dispensary CandB Block,"Nungambakkam Dispensary CandB Block, 1st\nFloor, Shastri Bhavan, Haddows Road",Tamil Nadu,Chennai,600006
"No 28, Perambur High\nRoad, Perambur",Perambur Dispensary,"No 28, Perambur High\nRoad, Perambur",Tamil Nadu,Chennai,600012
"Kamaraj Saalai, R.A.Puram",Raja Annamalai Puram Dispensary No.6,"Kamaraj Saalai, R.A.Puram",Tamil Nadu,Chennai,600028
"Mannar Swami Koil Street, Royapuram","Royapuram Dispensary, No.108 and 109","Mannar Swami Koil Street, Royapuram",Tamil Nadu,Chennai,600013
"No.54, Akbar Sahib\nStreet, Triplicane",Triplicane Dispensary,"No.54, Akbar Sahib\nStreet, Triplicane",Tamil Nadu,Chennai,600005
"No.143, Perambur\nBarracks Road Vepery",Vepery Dispensary,"No.143, Perambur\nBarracks Road Vepery",Tamil Nadu,Chennai,600007
"No.81-85, Annai Therasa Street, Indira Nagar",A.N.N.Hospital,"No.81-85, Annai Therasa Street, Indira Nagar",Tamil Nadu,Chennai,600087
"No.22/2, E.S.I.Hospital Road",Abhijay Hospital P.Ltd,"No.22/2, E.S.I.Hospital Road",Tamil Nadu,Chennai,600011
"7, Barnaby Road",Aditya Hospital,"7, Barnaby Road",Tamil Nadu,Chennai,600010
"New No.80, 7th Avenue, Ashok Nagar",Ammayi Eye Hospital,"New No.80, 7th Avenue, Ashok Nagar",Tamil Nadu,Chennai,600093
"New No.310, Mint Street, Sowcarpet",Amrit Hospital,"New No.310, Mint Street, Sowcarpet",Tamil Nadu,Chennai,600079
"21, Greams Road, Off.Greams Lane",Apollo Hospital,"21, Greams Road, Off.Greams Lane",Tamil Nadu,Chennai,600006
"No.41/42, 53/54, Sathyadev Avenue, Mrc Nagar",Apollo Specialty Hospitals Private Limited,"No.41/42, 53/54, Sathyadev Avenue, Mrc Nagar",Tamil Nadu,Chennai,600028
"320, Anna Salai, Teynampet, Nandanam",Apollo Speciality Hospitals,"320, Anna Salai, Teynampet, Nandanam",Tamil Nadu,Chennai,600035
"320, Anna Salai",Apollo Cancer Hospital,"320, Anna Salai",Tamil Nadu,Chennai,600018
"22, Greams Road",Apollo Hospitals,"22, Greams Road",Tamil Nadu,Chennai,600006
"21, Greams Road",Apollo Hospital Enterprises Ltd,"21, Greams Road",Tamil Nadu,Chennai,600006
"105, C-In-C Road",Apollo Medical Centre,"105, C-In-C Road",Tamil Nadu,Chennai,600105
"No.3, Behind Nilgiris Department Stores, Off Dr.Radhakrishnan Road, P S Sivaswamy Salai, CIT Colony",A.V.M.Medicals ENT Research Foundation Pvt Ltd,"No.3, Behind Nilgiris Department Stores, Off Dr.Radhakrishnan Road, P S Sivaswamy Salai, CIT Colony",Tamil Nadu,Chennai,600004
"No - 1201, 6th Avenue",Aashiana Hospital,"No - 1201, 6th Avenue",Tamil Nadu,Chennai,600040
"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",B.R.S.Hospitals Pvt.Ltd,"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",Tamil Nadu,Chennai,600034
"200, Ramakrishna Multi Road",B.S.S.Hospital,"# 200, Ramakrishna Multi Road",Tamil Nadu,Chennai,600028
"No.20, Gopathi Narayanaswami Chetty Road",Bharathi Rajaa Hospitals (P) Ltd,"No.20, Gopathi Narayanaswami Chetty Road",Tamil Nadu,Chennai,600017
"52, 2nd Main Road","Billroth Hospitals, R A Puram","52, 2nd Main Road",Tamil Nadu,Chennai,600028
"43, Lakshmi Talkies Road",Billroth Health Centre,"43, Lakshmi Talkies Road",Tamil Nadu,Chennai,600030
"No.52, II Main Road",Billroth Hospitals Ltd,"No.52, II Main Road",Tamil Nadu,Chennai,
"36, 5th Main Road, Thillai Ganga Nagar",B.M.Hospital,"36, 5th Main Road, Thillai Ganga Nagar",Tamil Nadu,Chennai,600061
"1, Lawyer Janardhan Street",SRI Balaji Hospital,"1, Lawyer Janardhan Street",Tamil Nadu,Chennai,600032
"No.7, Works Road",Sree Balaji Medical College and Hospital,"No.7, Works Road",Tamil Nadu,Chennai,600044
"Rajiv Gandhi Salai, Old Mahabalipuram Road",Chettinad Super Speciality Hospital,"Rajiv Gandhi Salai, Old Mahabalipuram Road",Tamil Nadu,Chennai,603103
"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Christudas Orthopaedic Speciality Hospital,"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Tamil Nadu,Chennai,600059
"No.1, 47th Street, 5th Main Road",C.M.Hospital,"No.1, 47th Street, 5th Main Road",Tamil Nadu,Chennai,600 061
"No.15, Dr.Radha Krishnan Salai",C.S.I.Kalyani Multi Speciality Hospital,"No.15, Dr.Radha Krishnan Salai",Tamil Nadu,Chennai,600004
"15, Dr.Radha Krishnan Salai",C.S.I.Kalyani  Multi Speciality Hospital,"15, Dr.Radha Krishnan Salai",Tamil Nadu,Chennai,600004
"Old No AA-10, New No AA - 85, 2ND-Avenue, Near Roundtana Bus Stop",City Tower Hospitals,"Old No AA-10, New No AA - 85, 2ND-Avenue, Near Roundtana Bus Stop",Tamil Nadu,Chennai,600040
"NO 45, GA Road, Old Washermanpet",C.S.I.Rainy Multi Speciality Hospital,"NO 45, GA Road, Old Washermanpet",Tamil Nadu,Chennai,600 021
"No.-18, East Canal Bank Road, Gandhi Nagar",Cancer Institute,"No.-18, East Canal Bank Road, Gandhi Nagar",Tamil Nadu,Chennai,600020
"No:38, Sardar Patel Road",Cancer Institute,"No:38, Sardar Patel Road",Tamil Nadu,Chennai,600036
T-80 (New no.24) 5th Main Road,Darshan Eye Clinic,T-80 (New no.24) 5th Main Road,Tamil Nadu,Chennai,600040
"72, Medavakkam Tank Road, Near Jamai Mosque",Deepam Eye Hospital,"72, Medavakkam Tank Road, Near Jamai Mosque",Tamil Nadu,Chennai,600010
"No.107A, G.S.T.Road, Chromepet",Deepam Hospital (P) Ltd.,"No.107A, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,600044
"No.107, A Block, 3rd Avenue, Anna Nagar Roundana","Dr.Agarwal's Eye Hospital Ltd., Anna Nagar","No.107, A Block, 3rd Avenue, Anna Nagar Roundana",Tamil Nadu,Chennai,600102
"No-19, Cathedral Road","Dr.Agarwal's Eye Hospital Ltd., Gopala Puram","No-19, Cathedral Road",Tamil Nadu,Chennai,600086
"No.4, West Mada Church Street",Diabetes Research Centre and M.V.Hospital For Diabetes,"No.4, West Mada Church Street",Tamil Nadu,Chennai,600013
"2/234, Velachery Main Road",Dr.G.D.Boaz Memorial Hospital School (Psychiatric Hospital and Rehabilitation Centre),"2/234, Velachery Main Road",Tamil Nadu,Chennai,600073
"No.1, Bharathi Nagar, Redhills Road",Eswar Medical Foundation,"No.1, Bharathi Nagar, Redhills Road",Tamil Nadu,Chennai,600099
"No.52, First Main Road, Gandhi Nagar, Adyar",Fortis Malar Hospital,"No.52, First Main Road, Gandhi Nagar, Adyar",Tamil Nadu,Chennai,600020
"R 30 C, Ambattur Industrial Estate Road",Frontier Lifeline Hospital,"R 30 C, Ambattur Industrial Estate Road",Tamil Nadu,Chennai,600101
"19, K.B Dasan Road (SIET College Road), Alwarpet",Girishwari Hospital Pvt Ltd,"19, K.B Dasan Road (SIET College Road), Alwarpet",Tamil Nadu,Chennai,600018
"439, Cheran Nagar, Perumbakkam",Global Hospitals and Health City,"439, Cheran Nagar, Perumbakkam",Tamil Nadu,Chennai,600100
"12/6, City Link Road, Near NGO Colony Bus Stand",G.R.Fertility Centre,"#12/6, City Link Road, Near NGO Colony Bus Stand",Tamil Nadu,Chennai,600088
"372, Poonamallee High Road",Guest Hospital,"372, Poonamallee High Road",Tamil Nadu,Chennai,600010
"45, Lakshmi Talkies Road",Hande Hospital,"45, Lakshmi Talkies Road",Tamil Nadu,Chennai,600030
"65, Nungambakkam High Road (Opposite ICICI and SBI bank  where Haddows Road joins Nungambakkam High Road ), Opposite ICICI and SBI bank\nPonnangipuram, Tirumurthy Nagar\n",Hande Medical Centre,"#65, Nungambakkam High Road (Opposite ICICI and SBI bank  where Haddows Road joins Nungambakkam High Road ), Opposite ICICI and SBI bank\nPonnangipuram, Tirumurthy Nagar",Tamil Nadu,Chennai,600034
"24 and 26, 'Swathi', 29 Th Street",Hari Haran Diabetes and Heart Care Hospitals Pvt Ltd,"24 and 26, 'Swathi', 29 Th Street",Tamil Nadu,Chennai,600061
"100 Feet Road, Hindu Colony, Near EB Office",Hindu Mission Health Services,"100 Feet Road, Hindu Colony, Near EB Office",Tamil Nadu,Chennai,600061
103 G.S.T.Road,Hindu Mission Hospital,103 G.S.T.Road,Tamil Nadu,Chennai,600045
"No 5/45, Shanmugam Road, Opposite to old SBI building",Hopkins ENT Hospitals,"No 5/45, Shanmugam Road, Opposite to old SBI building",Tamil Nadu,Chennai,600045
"786 Anna Salai, CIT Nagar West",Huma Specialists Hospital and Research Centre Pvt Ltd,"786 Anna Salai, CIT Nagar West",Tamil Nadu,Chennai,600035
"34-37, Kalki Krishnamurthy Salai",Impcops Hospital,"34-37, Kalki Krishnamurthy Salai",Tamil Nadu,Chennai,600041
"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Jaya Hospital,"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Tamil Nadu,Chennai,602105
"29, Nagamani Garden Street, Seven Wells South, Near Govindappa Naicken Street end, George Town, Flower Bazar Police Station",Janaki E.N.T.Nursing Home,"29, Nagamani Garden Street, Seven Wells South, Near Govindappa Naicken Street end, George Town, Flower Bazar Police Station",Tamil Nadu,Chennai,600001
"AB-14/4907, Balasubramanian Building, Opposite Sri Ayyappa Temple, 6th Main Road",K.H.M.Hospital,"AB-14/4907, Balasubramanian Building, Opposite Sri Ayyappa Temple, 6th Main Road",Tamil Nadu,Chennai,600040
"New-182, Old-927, Poonamalee High Road, Flower Road",K.J.Hospital,"New-182, Old-927, Poonamalee High Road, Flower Road",Tamil Nadu,Chennai,600084
